KodKlienta;I;II;III;IV;V;VI;VII;VIII;IX;X;XI;XII
0876003BIE;3;6;3;9;7;13;15;9;8;10;4;7
0876104WAW;9;7;5;8;13;14;22;18;12;12;7;9
0876202TAR;4;4;4;5;6;6;9;7;5;4;4;2
0876301WLO;2;2;2;3;3;3;5;3;2;3;2;1
0876403PRA;4;7;3;8;7;9;12;11;6;9;5;4
0876503BEM;6;6;6;10;9;10;15;10;6;9;3;4
0876603WIL;4;6;7;8;9;13;13;9;7;6;4;7
0876704PRA;6;5;7;9;11;17;18;13;10;14;6;7
0876804OCH;6;5;6;13;9;14;18;12;14;9;7;4
0876905OCH;8;6;8;10;13;19;21;15;14;10;11;5
0877002WIL;2;2;2;6;4;6;10;6;6;6;2;4
0877101WES;1;1;1;3;3;4;5;4;2;3;1;1
0877204ZOL;7;10;5;8;10;14;16;14;9;10;6;6
0877304BIA;4;9;10;11;9;13;20;18;13;8;5;8
0877403OCH;7;6;6;9;6;10;15;10;8;7;5;5
0877505WLO;12;7;5;15;11;17;27;21;11;10;6;10
0877603SRO;4;5;5;9;6;11;12;11;10;6;6;3
0877706PRA;9;9;12;20;12;23;29;24;12;18;9;8
0877805PRA;7;12;5;15;12;21;22;16;14;10;9;8
0877904SRO;6;7;6;13;9;15;19;13;12;8;9;5
0878007ZOL;7;14;13;21;16;23;33;29;20;19;13;15
0878104OCH;4;4;9;12;8;16;17;15;10;12;4;10
0878205WLO;6;11;7;16;15;22;22;20;12;16;12;11
0878304WLO;9;10;6;11;12;18;22;13;8;8;6;10
0878403REM;5;4;3;10;7;10;16;11;7;10;3;7
0878503WLO;5;4;7;10;8;12;15;13;7;7;3;7
0878603BIE;5;5;7;10;7;11;13;13;9;7;6;5
0878701WIL;2;2;1;3;2;3;4;4;2;3;1;1
0878802REM;2;4;2;6;4;6;10;8;6;5;3;4
0878903BEM;6;7;5;10;8;11;14;11;10;9;7;7
0879002WIL;4;4;4;5;5;6;9;8;5;6;2;3
0879104WIL;10;10;7;12;11;15;17;15;9;8;7;7
0879201WIL;2;2;1;3;3;4;4;4;2;2;2;1
0879304URU;6;8;4;9;13;12;19;15;8;13;6;10
0879401WIL;1;2;1;3;2;4;4;3;2;2;1;1
0879503WIL;5;6;6;8;8;9;13;11;9;10;7;4
0879602TAR;2;4;4;5;6;6;10;7;5;6;3;4
0879704ZOL;8;4;4;12;14;12;19;13;9;12;5;6
0879803WAW;5;7;3;7;10;10;15;10;10;7;3;5
0879907BIA;14;15;12;18;16;21;28;24;14;16;10;15
0880004PRA;7;8;7;12;9;16;19;13;8;14;7;8
0880103ZOL;7;4;4;10;6;11;13;11;8;7;5;7
0880202URU;3;3;3;4;4;8;9;7;5;4;3;2
0880302BIE;2;2;3;4;6;6;10;7;4;6;3;3
0880403URU;4;4;4;8;8;11;15;11;10;8;5;6
0880503BIE;6;4;7;6;8;12;12;9;6;8;6;7
0880603WES;6;3;5;6;6;13;14;13;6;10;6;6
0880704PRA;9;5;9;10;10;12;17;15;8;12;7;5
0880804WOL;9;10;8;12;10;14;16;14;12;13;6;8
0880903BIA;4;5;7;7;10;11;14;11;6;7;7;3
0881004URY;5;7;4;8;12;14;20;17;12;14;9;6
0881104WES;7;4;7;11;8;15;18;12;8;12;6;4
0881203TAR;5;5;7;6;10;12;12;12;6;7;5;6
0881303REM;5;4;5;6;7;10;15;10;8;8;3;6
0881404URY;9;9;6;13;13;14;20;15;10;9;8;4
0881505WOL;5;12;7;15;15;15;23;19;11;10;7;5
0881604URU;7;9;5;9;13;17;21;17;14;11;10;8
0881704URU;5;4;5;8;13;16;16;13;14;14;8;4
0881805PRA;10;8;8;11;14;17;27;16;15;13;9;11
0881902BEM;2;4;4;4;5;7;10;8;6;6;3;4
0882001BIE;2;1;2;3;3;3;4;4;2;3;2;2
0882104BIE;6;8;4;11;14;16;19;15;14;11;7;7
0882205TAR;6;10;10;11;11;19;26;22;16;17;5;12
0882302MOK;2;4;4;5;6;6;8;8;4;4;3;4
0882406BEM;14;13;12;17;13;24;28;18;12;18;14;9
0882503URY;7;4;4;8;6;10;15;9;8;10;3;5
0882603WOL;4;4;7;7;10;11;14;12;10;6;7;5
0882704WOL;8;5;7;13;8;17;19;16;10;9;10;7
0882805REM;8;11;5;15;16;18;20;19;17;16;9;6
0882902TAR;3;2;4;4;4;7;10;7;6;4;2;4
0883005TAR;5;8;7;11;14;16;22;15;13;11;6;7
0883104WAW;6;10;8;14;9;17;16;14;8;12;6;9
0883203SRO;5;5;7;10;10;11;12;13;10;8;3;3
0883303WIL;5;5;7;9;8;9;13;12;9;10;3;5
0883403MOK;7;6;5;9;8;9;13;13;6;8;4;5
0883501URY;1;1;2;2;3;3;4;4;3;2;1;2
0883602OCH;4;4;2;5;4;7;10;8;4;6;4;4
0883704URY;5;9;10;13;14;13;19;12;9;9;9;9
0883804WES;8;7;9;13;8;14;17;16;11;11;5;9
0883904OCH;5;7;8;9;11;12;16;15;11;9;4;6
0884002OCH;4;4;2;5;6;7;8;8;4;5;3;3
0884104REM;9;6;10;11;9;12;22;15;12;10;5;8
0884202WES;4;3;3;4;5;8;9;8;6;5;4;4
0884302PRA;3;2;2;5;4;7;10;7;6;6;4;3
0884403WES;7;6;5;6;8;13;14;12;9;7;7;7
0884504WAW;4;8;9;8;8;13;22;14;10;14;10;5
0884602WLO;3;4;4;5;5;6;10;8;5;6;2;4
0884707WLO;15;14;12;20;21;26;36;23;18;15;7;11
0884802REM;4;2;4;5;4;6;10;8;5;5;2;2
0884904ZOL;5;7;7;12;11;14;18;18;14;10;6;6
0885004BIA;8;8;9;14;15;18;22;16;14;13;9;10
0885105BEM;11;7;7;17;12;15;22;20;16;15;5;7
0885203BIE;3;5;4;9;9;13;13;10;6;7;7;7
0885303WES;5;4;4;8;8;12;16;11;6;9;4;3
0885403WOL;5;7;3;10;8;11;13;12;9;6;4;6
0885502MOK;2;4;4;5;5;7;9;6;5;6;2;2
0885603ZOL;3;7;4;8;7;12;14;9;6;9;7;3
0885702WOL;3;2;2;4;5;7;10;7;4;5;4;4
0885806PRA;10;8;6;13;17;26;30;19;15;14;11;7
0885901URU;1;2;2;3;2;3;4;4;3;2;1;2
0886006WOL;7;7;11;20;14;21;30;20;14;17;12;14
0886102WIL;4;3;4;6;5;8;9;7;4;5;3;4
0886204WES;9;9;4;12;11;14;18;16;13;14;6;5
0886303MOK;5;7;6;8;7;12;12;13;8;7;5;4
0886403WOL;5;4;3;6;9;13;14;11;7;8;4;6
0886501WOL;2;1;2;3;2;4;4;4;2;2;2;2
0886604WLO;8;10;7;11;10;12;22;17;10;14;9;6
0886701MOK;2;1;1;2;3;3;5;3;2;2;2;1
0886803OCH;7;7;7;6;7;12;15;10;6;9;5;6
0886902WOL;4;3;4;6;5;7;8;6;5;4;4;2
0887004URU;8;6;6;11;9;13;22;12;8;14;8;6
0887103WIL;3;7;3;6;7;9;12;10;10;8;3;4
0887203BIA;4;7;6;6;7;10;13;10;6;10;5;7
0887301TAR;1;1;1;3;2;4;5;4;2;2;2;2
0887404ZOL;7;6;5;14;14;14;20;17;12;9;8;7
0887503URY;3;7;6;10;6;13;15;10;8;8;5;3
0887603BIA;5;7;4;10;8;10;14;11;10;7;7;3
0887703ZOL;7;6;7;7;6;12;15;11;9;8;6;6
0887802BIE;3;2;4;5;6;7;10;7;6;5;4;4
0887902REM;2;4;2;6;5;6;10;7;6;4;4;4
0888005OCH;7;12;9;15;15;17;20;22;15;15;6;8
0888102BIE;3;2;3;4;6;6;8;7;5;6;3;3
0888204MOK;8;7;4;12;13;12;18;12;14;10;5;4
0888301URU;2;1;2;2;2;4;4;3;2;3;1;1
0888404OCH;5;8;4;9;12;13;21;12;12;10;9;4
0888501REM;1;2;1;3;3;4;4;4;3;2;1;2
0888602MOK;4;3;4;5;5;7;10;7;4;4;2;2
0888702BIE;2;4;2;5;6;8;10;8;5;6;3;3
0888803TAR;5;3;3;9;9;11;14;13;6;6;3;3
0888904WES;4;4;5;12;13;13;16;16;8;12;10;10
0889002MOK;3;2;4;6;5;8;10;7;5;5;3;2
0889103URY;4;3;4;8;7;12;13;12;8;9;6;4
0889207BEM;8;12;11;17;22;24;30;28;14;22;11;8
0889301WIL;1;2;1;3;3;4;4;3;3;2;2;2
0889405URU;7;8;5;16;15;19;21;17;15;12;12;5
0889503ZOL;7;6;5;9;8;13;16;11;9;10;5;4
0889601PRA;1;1;2;3;2;3;4;4;3;2;1;2
0889702WOL;4;3;2;5;6;6;9;8;6;6;4;2
0889801BEM;2;2;1;2;3;4;5;3;2;2;2;2
0889901OCH;1;2;1;2;2;4;4;3;2;3;1;2
0890003PRA;3;5;6;7;6;12;14;9;6;8;7;4
0890107WLO;15;9;9;20;16;29;34;24;14;21;7;7
0890201URU;1;1;2;3;2;3;4;3;3;3;2;2
0890304ZOL;8;4;9;12;11;16;22;16;8;10;7;5
0890403SRO;3;4;7;9;7;12;14;11;7;6;7;4
0890503URU;4;6;3;9;9;13;13;13;7;8;4;5
0890603WAW;7;7;7;7;6;13;12;10;7;9;4;3
0890702WES;4;2;3;4;4;8;8;6;5;6;4;4
0890804WIL;7;7;9;10;13;15;18;13;10;10;8;9
0890903WLO;4;7;4;9;6;10;13;13;10;6;5;6
0891003BIA;7;4;7;10;8;13;14;13;8;9;5;5
0891106WES;8;6;13;16;20;24;32;25;15;18;14;7
0891203WES;6;7;7;6;7;11;14;9;8;9;5;7
0891302SRO;4;2;3;6;4;7;8;6;4;4;3;4
0891402URY;3;3;3;5;4;6;9;7;5;5;2;4
0891501REM;2;1;1;2;3;3;4;4;3;2;1;2
0891601MOK;1;1;2;2;2;3;5;3;3;2;1;1
0891703WOL;7;4;3;9;9;9;15;9;7;10;3;6
0891804MOK;6;4;10;14;14;16;17;14;14;9;7;6
0891902WES;3;3;2;5;4;7;10;7;4;5;4;4
0892004TAR;10;5;10;13;13;14;20;17;13;13;10;6
0892106WOL;9;13;9;15;20;26;25;23;18;18;13;7
0892204PRA;10;10;4;12;13;14;19;12;10;9;4;10
0892303URU;4;6;3;9;8;9;16;11;10;7;3;6
0892406TAR;11;6;7;13;19;23;27;25;14;17;7;10
0892505PRA;6;10;7;16;14;22;23;18;17;10;12;8
0892606BEM;13;14;6;19;13;25;26;21;19;12;6;12
0892702WIL;4;2;4;4;5;7;9;8;5;6;3;3
0892802WOL;2;4;3;6;5;6;9;7;4;4;4;4
0892904WIL;10;8;6;14;11;15;21;17;10;11;9;5
0893006SRO;7;8;7;16;19;26;29;23;12;15;7;11
0893103BEM;5;6;5;6;8;9;16;9;10;6;4;4
0893202SRO;3;4;4;4;6;8;8;6;4;4;4;4
0893301WIL;2;2;2;2;2;3;4;3;3;3;1;2
0893404WIL;7;9;4;9;13;12;20;17;12;11;6;4
0893503MOK;7;7;6;10;10;9;16;13;7;8;3;4
0893605URU;6;7;8;10;11;16;22;21;11;10;7;12
0893703URY;3;7;5;7;10;12;13;11;6;6;4;6
0893802WLO;4;2;4;4;4;7;10;6;4;4;4;4
0893904BIA;9;4;6;10;14;16;19;12;11;14;9;9
0894004WAW;9;5;5;8;8;13;16;18;9;12;7;5
0894103WES;3;6;5;9;9;13;13;11;6;7;4;7
0894203BEM;3;3;4;10;8;11;15;13;7;8;7;7
0894304ZOL;9;9;6;12;11;16;21;14;14;13;10;10
0894404TAR;10;8;4;11;8;15;17;14;11;12;9;7
0894503ZOL;4;7;5;6;7;11;16;11;6;7;4;5
0894603WES;4;3;5;8;8;13;14;11;6;7;3;4
0894703WLO;5;4;6;6;8;12;13;11;8;6;6;7
0894803TAR;4;6;4;8;7;13;16;12;8;8;4;3
0894902BEM;4;4;2;4;6;7;8;8;4;5;3;2
0895003URU;3;3;6;7;7;12;16;9;10;8;3;6
0895104REM;8;8;10;11;12;15;22;15;8;13;7;7
0895203MOK;7;5;5;7;6;11;12;9;10;8;6;4
0895304BIA;5;6;10;11;8;12;19;13;10;11;6;7
0895405BIA;5;8;6;13;17;17;27;16;11;16;12;8
0895503ZOL;5;3;4;8;6;9;14;10;7;10;6;4
0895603URY;5;5;3;7;7;9;14;10;7;7;6;7
0895703SRO;6;4;5;9;7;9;15;13;7;8;4;4
0895802WAW;4;4;3;5;6;7;10;8;5;6;2;4
0895907OCH;9;13;8;22;21;23;31;27;18;21;8;10
0896003WLO;6;6;5;10;6;13;12;13;10;6;6;6
0896102WAW;3;3;2;4;4;8;10;7;6;4;2;4
0896205URU;9;6;10;17;17;16;26;16;15;14;8;5
0896303WAW;4;3;4;7;9;9;16;12;8;9;4;7
0896402WES;4;2;3;4;4;7;10;8;4;5;3;4
0896503BIA;7;7;3;6;8;12;16;12;7;10;5;3
0896603BIA;6;6;3;8;8;13;14;12;10;9;7;5
0896704WIL;8;6;6;12;11;13;17;14;12;9;9;9
0896804SRO;7;4;6;13;10;12;17;15;9;10;4;10
0896903WOL;4;3;7;10;9;11;12;10;10;6;6;4
0897003TAR;6;3;7;8;9;11;15;9;9;10;4;3
0897103SRO;7;7;3;6;10;11;15;11;10;6;5;7
0897202SRO;3;2;4;5;4;7;9;8;5;4;4;2
0897306OCH;10;9;10;19;20;20;25;19;12;16;6;8
0897403WLO;7;3;6;10;9;9;12;12;9;8;5;5
0897504WAW;10;9;9;11;9;16;18;18;10;8;10;4
0897603ZOL;7;3;4;10;8;12;15;12;9;9;6;6
0897704URU;9;8;10;13;8;14;17;16;10;13;9;8
0897806OCH;9;13;14;20;19;24;26;18;19;17;12;7
0897904URU;9;8;5;10;8;14;21;17;11;9;10;7
0898005BIE;9;9;8;15;16;21;22;20;12;16;8;10
0898104WLO;10;6;9;11;10;14;20;12;12;10;5;10
0898203WES;5;4;4;9;8;11;13;9;6;10;3;3
0898303BIA;4;7;4;10;6;11;15;9;8;9;6;3
0898404OCH;9;4;7;10;11;18;19;18;12;12;8;5
0898503URY;6;5;7;10;8;10;12;11;7;7;6;7
0898603TAR;4;3;4;8;9;10;13;13;9;6;3;5
0898702BEM;3;3;2;5;5;6;10;8;4;5;2;3
0898804ZOL;6;4;4;12;13;16;22;12;11;8;8;8
0898903WOL;6;7;4;10;7;10;13;9;9;7;7;3
0899001BEM;2;1;2;2;2;3;5;3;3;3;2;2
0899103TAR;5;4;3;10;9;11;16;13;7;10;7;4
0899202PRA;2;3;3;5;5;7;8;7;6;6;2;3
0899302WES;3;4;3;5;4;8;10;6;4;4;3;2
0899403TAR;4;5;7;6;6;10;14;9;8;6;4;6
0899501MOK;1;1;2;2;3;4;4;3;3;3;1;1
0899601OCH;1;1;2;3;3;4;4;3;2;2;1;2
0899703BEM;5;4;7;6;9;9;14;13;10;8;3;6
0899803WLO;7;5;6;6;7;10;12;12;7;8;7;3
0899904OCH;7;9;6;11;10;12;19;17;14;9;10;6
0900003URY;3;4;6;9;6;10;15;10;9;8;7;6
0900104SRO;9;10;6;8;9;14;20;13;12;13;9;5
0900201ZOL;1;1;1;3;2;4;4;3;3;2;2;1
0900303URY;5;4;5;10;6;10;12;12;7;10;5;6
0900401SRO;1;2;2;3;3;3;5;3;3;2;2;1
0900501WLO;1;1;1;2;3;3;4;4;2;3;2;1
0900602WOL;3;4;4;6;5;8;8;7;4;5;2;4
0900705BEM;11;11;11;14;14;21;22;22;10;13;6;8
0900804REM;10;4;9;10;13;12;20;15;10;9;8;5
0900902WAW;3;3;2;5;4;8;8;6;5;5;2;4
0901003BEM;4;7;5;7;9;9;14;9;6;8;3;6
0901104SRO;5;8;10;10;14;15;16;13;14;14;6;4
0901202WOL;4;2;4;6;4;8;8;6;6;4;3;4
0901302URY;2;4;2;5;6;6;9;6;4;4;3;3
0901403BEM;5;6;4;7;9;10;16;13;10;10;4;7
0901504WOL;5;6;8;12;10;17;22;16;13;9;8;4
0901605BIE;9;10;12;15;13;22;26;17;16;15;6;7
0901703PRA;5;6;6;6;6;13;13;9;6;7;3;4
0901802WIL;3;2;2;4;4;8;9;6;5;4;3;2
0901907WOL;8;10;9;19;21;22;29;25;20;14;15;13
0902005WES;8;7;11;13;13;20;26;20;17;10;7;7
0902103URU;4;4;6;8;9;11;15;11;10;9;4;3
0902207MOK;11;14;11;21;20;22;36;29;19;15;12;9
0902302WLO;3;2;2;6;4;8;8;8;6;6;3;3
0902404WES;6;6;4;8;12;18;22;18;11;14;9;7
0902502REM;3;2;2;6;6;7;9;7;6;5;4;2
0902602BEM;3;2;3;4;6;8;10;8;4;5;3;2
0902704BIE;10;10;6;9;10;18;16;17;13;13;5;4
0902803BEM;3;3;3;8;6;13;12;12;10;8;4;5
0902901ZOL;1;1;2;2;3;3;5;3;2;2;2;2
0903002URY;4;2;2;4;6;8;8;8;6;5;4;4
0903103OCH;3;4;4;10;9;9;12;13;9;9;5;4
0903203OCH;7;7;4;9;6;12;15;10;6;6;3;7
0903303BIA;7;4;7;8;6;11;14;10;8;10;4;3
0903402PRA;2;3;3;4;6;6;9;6;5;4;4;2
0903504TAR;7;6;5;12;12;13;21;14;8;10;8;7
0903602REM;3;2;3;6;5;8;8;6;4;6;3;2
0903704SRO;8;5;10;13;14;14;19;15;9;8;4;10
0903802BIA;3;4;2;5;6;8;10;8;5;6;4;4
0903903PRA;3;7;4;6;10;10;13;11;10;8;3;5
0904004SRO;6;8;10;11;8;15;19;17;12;10;9;9
0904102URU;2;2;4;4;6;8;10;6;5;5;3;4
0904202WES;3;3;2;5;5;7;9;7;5;6;4;4
0904301REM;2;2;1;3;2;4;5;3;2;2;1;2
0904404TAR;9;6;5;10;14;17;19;12;10;14;9;10
0904501WLO;2;2;2;3;3;4;5;3;2;2;1;2
0904604WIL;4;8;5;10;13;13;21;18;13;13;9;6
0904704MOK;8;8;9;11;12;13;16;13;14;8;5;10
0904803URY;7;5;7;9;7;10;16;10;10;10;7;5
0904905BEM;12;5;12;11;13;17;25;19;10;17;7;5
0905005ZOL;11;7;6;13;13;16;27;17;14;16;8;12
0905103URU;5;6;4;10;9;10;12;13;9;6;6;4
0905203WLO;4;4;4;9;10;13;12;13;6;8;6;7
0905305SRO;12;12;6;16;10;22;27;18;14;15;8;7
0905406WOL;6;6;12;20;16;23;27;19;15;14;14;9
0905502WIL;2;3;2;4;5;8;8;7;4;4;2;4
0905602SRO;4;4;3;5;6;6;9;7;6;4;3;3
0905702OCH;4;2;3;4;6;7;8;8;6;6;2;3
0905804BEM;5;4;6;11;9;15;17;13;9;8;7;4
0905904MOK;5;5;10;13;10;18;22;16;10;9;10;7
0906003WLO;4;4;7;8;8;11;14;9;10;7;6;4
0906102WAW;3;4;2;5;4;7;10;8;6;6;2;2
0906202WAW;2;2;4;6;5;7;10;6;5;5;2;3
0906303OCH;4;5;6;9;9;10;12;10;10;10;4;6
0906404BIE;5;9;8;14;10;17;17;15;11;9;5;4
0906503BEM;6;5;7;6;10;12;12;10;10;10;4;5
0906603OCH;3;6;6;9;7;10;16;10;10;6;4;5
0906704BEM;4;4;5;8;11;18;22;18;11;13;7;4
0906801SRO;2;1;2;3;3;4;5;4;2;2;2;2
0906904REM;7;10;4;10;14;14;20;17;11;14;4;4
0907002BIA;3;4;2;6;4;7;9;6;5;4;2;3
0907104ZOL;5;7;4;12;14;12;18;12;12;12;9;6
0907203MOK;5;3;4;6;6;10;12;12;9;6;6;4
0907303WAW;3;6;5;6;9;11;13;11;9;7;6;6
0907402URU;2;4;2;6;6;7;8;7;6;4;4;4
0907502TAR;3;2;3;4;4;8;8;8;6;4;3;4
0907604WAW;10;10;5;11;11;14;18;16;12;14;5;4
0907704ZOL;10;4;7;13;14;16;22;16;13;8;10;4
0907803ZOL;5;7;5;7;10;12;16;12;6;7;3;4
0907906WLO;9;8;9;18;20;20;24;18;19;15;11;14
0908003MOK;7;7;5;6;10;10;14;9;8;8;5;7
0908104ZOL;9;6;8;8;12;15;22;13;10;10;7;6
0908204BEM;8;5;6;10;10;17;18;14;9;10;6;6
0908303BEM;7;4;4;8;7;9;12;11;7;8;5;6
0908404BIE;7;4;5;10;12;12;22;13;12;8;5;9
0908503WLO;6;3;3;6;7;10;12;10;8;10;3;7
0908601BIA;1;2;1;2;3;4;4;3;3;2;2;1
0908704BIE;10;7;9;14;11;15;16;14;13;8;8;10
0908804WIL;4;8;10;14;11;14;16;15;9;10;10;4
0908901OCH;1;1;1;2;3;4;4;3;2;3;2;1
0909001URU;1;2;1;2;2;3;5;3;3;2;2;1
0909101WES;2;1;1;3;3;3;5;4;3;2;1;1
0909204WES;5;7;9;14;8;16;18;12;11;10;10;10
0909303TAR;3;3;3;9;7;13;16;12;9;6;3;4
0909403WAW;5;6;7;8;8;13;15;10;7;10;5;3
0909503WLO;6;3;6;9;6;10;16;9;7;7;3;7
0909603WOL;4;3;4;8;6;10;16;10;8;8;6;5
0909701BEM;2;1;1;3;3;3;4;4;2;2;1;2
0909803PRA;6;7;4;9;6;13;13;12;6;8;5;5
0909903WOL;5;5;4;9;7;11;15;9;7;8;7;5
0910006WES;12;9;12;16;16;18;24;19;13;16;6;12
0910106BIA;8;10;8;17;16;21;31;21;14;16;13;14
0910205BIA;8;10;7;14;17;21;22;16;14;16;9;10
0910303MOK;5;6;5;7;9;9;14;11;9;8;5;3
0910402WOL;4;2;4;6;6;6;9;7;4;5;2;3
0910502URU;2;4;4;5;5;8;9;6;4;4;2;4
0910602REM;2;3;4;4;6;6;8;7;5;5;2;4
0910703PRA;3;5;7;9;8;13;16;10;6;6;3;5
0910802OCH;3;3;3;6;5;6;10;8;6;5;4;4
0910906WLO;8;11;10;14;15;25;32;20;16;16;6;10
0911003WAW;7;3;7;9;10;9;12;9;10;7;6;6
0911104ZOL;9;8;9;10;8;18;21;14;14;9;10;6
0911204WAW;7;4;7;13;12;17;16;17;14;8;4;8
0911304REM;4;7;6;10;12;17;18;17;13;13;9;6
0911402PRA;2;2;2;5;4;8;9;6;5;4;3;4
0911504WOL;7;9;5;11;8;16;18;12;13;9;6;9
0911606TAR;8;7;11;20;17;24;31;22;13;20;7;8
0911706WLO;14;10;6;17;12;21;31;26;19;12;7;6
0911803BIA;7;3;5;9;6;10;12;13;7;9;3;4
0911903URU;7;7;6;7;9;9;16;9;9;6;3;5
0912006URY;6;8;12;12;15;26;24;24;15;17;12;6
0912102PRA;4;2;2;6;6;8;9;8;6;4;3;4
0912204OCH;10;9;8;12;9;18;22;15;10;10;4;10
0912304WLO;4;5;5;12;8;17;18;15;12;9;5;9
0912403WAW;7;5;3;9;10;10;14;13;7;6;7;5
0912502BIA;3;3;4;4;4;7;9;8;5;5;3;4
0912603ZOL;6;7;5;7;7;10;13;10;6;8;3;4
0912701PRA;2;1;1;2;2;4;4;3;2;3;1;2
0912804WAW;7;4;9;12;10;13;18;18;14;14;8;8
0912904WES;7;5;10;9;13;16;22;13;10;12;4;5
0913004WAW;4;6;10;14;12;17;18;15;14;14;7;5
0913106WIL;9;9;6;20;16;19;27;25;16;16;13;8
0913203OCH;5;3;5;8;6;10;12;11;9;8;4;7
0913304REM;8;7;5;9;10;17;16;15;9;9;4;4
0913402BEM;3;4;3;6;4;8;10;7;6;6;2;3
0913504WOL;8;9;8;10;10;15;16;14;14;14;10;8
0913603WOL;6;4;3;9;10;13;16;10;7;9;4;5
0913703OCH;5;6;4;9;10;11;12;10;8;6;4;3
0913804OCH;7;6;10;13;12;16;21;14;8;10;7;4
0913903WAW;7;4;3;8;10;9;15;9;9;7;6;3
0914002ZOL;4;3;2;4;5;6;9;7;5;6;4;4
0914105WES;10;9;6;10;11;15;20;15;11;10;6;8
0914203WIL;7;7;7;6;8;9;15;12;9;6;7;6
0914302TAR;3;4;4;6;5;7;8;6;6;4;4;3
0914404PRA;4;6;8;13;8;13;19;17;14;12;4;8
0914507OCH;13;7;8;19;16;23;36;25;21;20;15;12
0914604OCH;6;8;7;11;8;17;20;13;14;13;7;4
0914702WAW;3;3;2;4;4;6;8;6;6;6;3;4
0914804WES;9;9;10;9;10;12;18;13;13;9;8;7
0914904URU;8;9;10;8;14;12;19;14;8;13;8;10
0915004MOK;8;7;4;13;11;13;19;12;11;10;6;4
0915104WAW;4;9;6;9;13;15;18;18;13;10;6;9
0915205OCH;9;5;5;13;17;16;23;22;11;11;12;8
0915303URU;6;5;3;10;8;13;16;12;6;7;3;6
0915402WIL;4;3;4;5;5;8;9;6;5;4;4;3
0915502PRA;4;4;2;6;4;8;10;8;5;4;2;2
0915605PRA;11;7;11;14;17;17;22;18;16;15;6;9
0915701URY;1;1;2;2;2;3;5;3;2;2;2;1
0915806URY;6;11;11;16;20;24;32;18;13;17;12;13
0915903WAW;6;7;4;10;6;12;16;11;6;8;3;3
0916001BIA;1;1;1;3;2;3;4;4;2;2;2;1
0916104WIL;8;7;10;11;11;18;17;16;12;14;7;7
0916206BIE;12;7;11;12;17;20;26;22;18;20;13;8
0916304ZOL;6;6;6;11;8;13;18;18;13;12;8;6
0916403BIA;6;7;5;10;8;9;13;12;7;7;4;3
0916502TAR;2;4;4;6;5;6;10;8;5;6;4;4
0916603URU;6;7;5;7;7;9;15;12;8;7;6;5
0916701WOL;1;2;1;2;2;3;4;3;3;3;2;1
0916804REM;4;8;4;14;10;18;22;17;9;9;5;7
0916904WIL;6;8;7;14;11;18;20;14;13;8;8;5
0917004URU;10;4;5;14;9;14;20;13;9;9;8;10
0917105WAW;10;8;12;10;15;18;26;15;11;11;7;7
0917207URY;10;7;12;19;21;24;28;26;21;14;12;8
0917304URU;8;5;8;8;13;15;18;16;8;11;9;6
0917404BIE;10;6;10;8;12;12;21;12;8;13;9;9
0917505URY;6;6;8;16;17;19;27;21;12;13;5;6
0917602REM;3;4;4;5;6;8;9;8;6;6;4;2
0917704WES;8;8;4;9;14;12;20;14;11;14;9;6
0917804SRO;8;8;8;11;12;13;18;18;11;9;5;9
0917903MOK;6;5;5;6;7;9;14;11;10;10;5;4
0918003WOL;5;7;6;10;9;10;16;12;7;6;5;6
0918101BIA;2;2;2;2;2;4;4;3;3;2;1;1
0918202URU;2;2;4;5;5;8;10;7;5;6;4;3
0918303REM;7;4;4;9;6;12;16;10;9;9;7;7
0918402WOL;2;4;4;5;6;6;9;8;5;6;3;2
0918505WLO;8;7;10;11;10;18;26;20;17;17;11;12
0918601ZOL;2;1;1;2;3;4;4;4;2;2;2;1
0918702WLO;2;4;4;4;6;7;10;6;4;6;4;2
0918801BIA;1;1;2;2;2;4;4;3;3;3;2;1
0918902SRO;4;4;3;6;4;6;8;8;4;6;2;2
0919005BEM;7;6;11;10;12;21;24;16;10;16;12;7
0919103URU;6;5;5;7;6;13;13;13;8;10;7;4
0919202URU;2;3;4;4;4;8;8;6;6;6;3;3
0919303SRO;6;7;3;8;7;12;13;13;8;6;5;4
0919404REM;8;5;6;11;14;15;17;13;11;9;7;5
0919504WOL;9;6;7;11;9;12;17;13;9;10;8;10
0919603WLO;5;6;7;10;9;13;15;12;10;8;4;3
0919703MOK;5;3;6;9;9;11;12;12;8;6;4;3
0919801WLO;2;2;2;2;2;3;5;4;3;2;1;2
0919904WIL;9;10;10;9;9;12;21;17;13;8;6;7
0920003WIL;5;6;4;7;8;11;14;9;6;10;7;5
0920103WOL;3;6;3;9;9;10;14;10;8;7;4;7
0920205URU;9;8;5;15;14;21;20;16;17;17;7;5
0920304WES;5;5;8;12;12;17;18;13;13;9;6;7
0920401REM;1;2;1;2;2;3;4;4;2;3;1;1
0920502URY;3;3;3;6;4;8;8;8;6;5;4;3
0920604TAR;8;4;9;8;11;15;16;17;11;10;5;6
0920703WES;6;7;4;9;10;11;13;10;9;8;7;5
0920804URU;4;5;10;8;14;18;21;14;10;13;10;8
0920904WAW;5;7;4;14;12;14;16;12;11;14;5;4
0921002BIA;2;2;4;4;6;7;10;7;6;6;2;3
0921104URU;8;5;5;13;14;17;18;15;14;13;8;9
0921203URY;5;5;7;8;10;11;12;12;7;6;6;6
